numero_boletim;data_hora_boletim;sequencial_veiculo;codigo_categoria;descricao_categoria;codigo_especie;descricao_especie;codigo_situacao;descricao_situacao;tipo_socorro;descricao_tipo_socorro
14547;04/01/2011 06:45;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
14663;04/01/2011 08:20;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
14663;04/01/2011 08:20;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
14726;04/01/2011 08:15;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
14726;04/01/2011 08:15;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
14870;04/01/2011 09:30;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
15069;04/01/2011 08:00;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
15069;04/01/2011 08:00;2;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
15329;04/01/2011 06:20;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
15623;04/01/2011 09:10;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
15623;04/01/2011 09:10;2;4;ALUGUEL                       ;18;TRACAO                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
15824;04/01/2011 10:30;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
15824;04/01/2011 10:30;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
15936;04/01/2011 12:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
15936;04/01/2011 12:30;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
16124;01/01/2011 07:50;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
16303;04/01/2011 13:00;1;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
16552;04/01/2011 13:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
16552;04/01/2011 13:30;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
16992;04/01/2011 14:20;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
16992;04/01/2011 14:20;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
17148;04/01/2011 15:00;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
17666;04/01/2011 13:50;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
17675;04/01/2011 16:20;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
17843;04/01/2011 16:05;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;4;TERCEIROS           
18293;04/01/2011 17:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
18293;04/01/2011 17:30;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
18311;04/01/2011 17:00;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
18311;04/01/2011 17:00;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
18328;04/01/2011 17:20;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
18328;04/01/2011 17:20;2;3;PARTICULAR                    ;1;BICICLETA                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
18383;04/01/2011 18:30;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
18444;04/01/2011 18:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
18444;04/01/2011 18:00;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
18600;04/01/2011 17:45;1;4;ALUGUEL                       ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
18600;04/01/2011 17:45;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
18600;04/01/2011 17:45;3;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
18672;04/01/2011 15:00;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
18722;04/01/2011 18:50;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
18722;04/01/2011 18:50;3;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
19058;04/01/2011 20:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
19498;04/01/2011 23:20;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
19934;05/01/2011 06:10;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
19947;05/01/2011 06:00;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
20196;05/01/2011 08:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
20196;05/01/2011 08:00;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
20360;05/01/2011 08:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
20360;05/01/2011 08:00;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
20493;05/01/2011 08:10;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
20493;05/01/2011 08:10;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
21083;05/01/2011 10:20;1;3;PARTICULAR                    ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
21083;05/01/2011 10:20;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
21124;05/01/2011 07:55;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
21405;05/01/2011 11:30;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
21421;05/01/2011 10:00;1;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
21809;05/01/2011 09:00;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
22222;05/01/2011 13:25;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
22222;05/01/2011 13:25;2;3;PARTICULAR                    ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
22264;05/01/2011 13:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
22264;05/01/2011 13:30;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
22323;05/01/2011 13:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
22323;05/01/2011 13:30;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
22516;12/12/2011 13:00;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
22555;05/01/2011 13:49;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
22583;05/01/2011 13:55;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
23176;01/01/2011 18:13;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
23266;05/01/2011 15:40;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
23266;05/01/2011 15:40;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
23340;05/01/2011 15:13;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
23340;05/01/2011 15:13;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
23387;07/02/2011 18:20;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
23387;07/02/2011 18:20;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
23537;05/01/2011 16:30;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
23537;05/01/2011 16:30;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
23739;05/01/2011 16:35;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
23739;05/01/2011 16:35;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
23779;05/01/2011 13:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
23779;05/01/2011 13:30;2;0;NAO INFORMADO                 ;0;NAO INFORMADO                 ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
23779;05/01/2011 13:30;3;3;PARTICULAR                    ;12;CAMIONETA                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
23798;05/01/2011 16:50;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
23798;05/01/2011 16:50;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
23962;05/01/2011 16:20;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
23962;05/01/2011 16:20;2;4;ALUGUEL                       ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
24104;05/01/2011 16:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
24104;05/01/2011 16:00;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
24215;05/01/2011 14:50;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
24215;05/01/2011 14:50;2;4;ALUGUEL                       ;11;CHARRETE                      ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
24295;05/01/2011 19:00;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
24427;05/01/2011 18:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
24427;05/01/2011 18:30;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
24663;05/01/2011 19:20;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
24696;05/01/2011 19:50;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
24910;28/10/2011 21:30;1;0;NAO INFORMADO                 ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
24930;05/01/2011 20:50;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
24930;05/01/2011 20:50;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
24959;05/01/2011 20:30;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
25041;05/01/2011 21:30;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
25112;05/01/2011 21:30;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
25212;05/01/2011 22:50;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
25212;05/01/2011 22:50;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
25596;06/01/2011 04:00;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
25855;06/01/2011 07:05;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;2;VIATURA PMMG        
25855;06/01/2011 07:05;2;3;PARTICULAR                    ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
26265;06/01/2011 08:50;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
26265;06/01/2011 08:50;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
26309;06/01/2011 08:20;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
26309;06/01/2011 08:20;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
26314;06/01/2011 08:20;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
26314;06/01/2011 08:20;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
26348;05/01/2011 12:00;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
26364;06/01/2011 08:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
26364;06/01/2011 08:00;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
26370;06/01/2011 08:20;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
26370;06/01/2011 08:20;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
26535;06/01/2011 08:50;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
26535;06/01/2011 08:50;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
26679;06/01/2011 09:50;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
26679;06/01/2011 09:50;2;3;PARTICULAR                    ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
26716;06/01/2011 09:40;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
26845;12/12/2011 17:30;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
27092;05/01/2011 11:00;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
27156;06/01/2011 11:40;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
27156;06/01/2011 11:40;2;0;NAO INFORMADO                 ;1;BICICLETA                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
27237;06/01/2011 10:15;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
27294;06/01/2011 11:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
27589;06/01/2011 13:00;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
27589;06/01/2011 13:00;2;3;PARTICULAR                    ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
27598;06/01/2011 11:50;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
28056;06/01/2011 13:30;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
28090;06/01/2011 12:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
28102;06/01/2011 12:15;1;3;PARTICULAR                    ;12;CAMIONETA                     ;2;PARADO         ;2;VIATURA PMMG        
28102;06/01/2011 12:15;2;0;NAO INFORMADO                 ;0;NAO INFORMADO                 ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
28102;06/01/2011 12:15;3;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
28405;06/01/2011 15:00;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
28405;06/01/2011 15:00;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
28489;24/12/2011 05:30;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
28621;06/01/2011 14:55;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
28621;06/01/2011 14:55;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
28651;06/01/2011 15:20;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
29198;06/01/2011 16:30;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
29198;06/01/2011 16:30;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
29637;06/01/2011 17:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
29721;06/01/2011 17:50;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
29721;06/01/2011 17:50;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
29861;06/01/2011 17:40;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
29861;06/01/2011 17:40;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
29884;06/01/2011 18:30;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
29957;06/01/2011 18:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
29957;06/01/2011 18:00;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
29966;06/01/2011 18:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;2;VIATURA PMMG        
29966;06/01/2011 18:00;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
