datatempo_pk;ano;mes;mes_desc;dia;intervalo_horario;dia_semana;dia_semana_desc
2011002602;2011;0;         ;26;02h às 03h;4;Quarta-feira 
2011002603;2011;0;         ;26;03h às 04h;4;Quarta-feira 
2011002607;2011;0;         ;26;07h às 08h;4;Quarta-feira 
2011002608;2011;0;         ;26;08h às 09h;4;Quarta-feira 
2011002609;2011;0;         ;26;09h às 10h;4;Quarta-feira 
2011002610;2011;0;         ;26;10h às 11h;4;Quarta-feira 
2011002611;2011;0;         ;26;11h às 12h;4;Quarta-feira 
2011002612;2011;0;         ;26;12h às 13h;4;Quarta-feira 
2011002613;2011;0;         ;26;13h às 14h;4;Quarta-feira 
2011002614;2011;0;         ;26;14h às 15h;4;Quarta-feira 
2011002615;2011;0;         ;26;15h às 16h;4;Quarta-feira 
2011002616;2011;0;         ;26;16h às 17h;4;Quarta-feira 
2011002617;2011;0;         ;26;17h às 18h;4;Quarta-feira 
2011002619;2011;0;         ;26;19h às 20h;4;Quarta-feira 
2011002620;2011;0;         ;26;20h às 21h;4;Quarta-feira 
2011002621;2011;0;         ;26;21h às 22h;4;Quarta-feira 
2011002622;2011;0;         ;26;22h às 23h;4;Quarta-feira 
2011002700;2011;0;         ;27;00h à  01h;5;Quinta-feira 
2011002705;2011;0;         ;27;05h às 06h;5;Quinta-feira 
2011002706;2011;0;         ;27;06h às 07h;5;Quinta-feira 
2011002707;2011;0;         ;27;07h às 08h;5;Quinta-feira 
2011002708;2011;0;         ;27;08h às 09h;5;Quinta-feira 
2011002709;2011;0;         ;27;09h às 10h;5;Quinta-feira 
2011002710;2011;0;         ;27;10h às 11h;5;Quinta-feira 
2011002711;2011;0;         ;27;11h às 12h;5;Quinta-feira 
2011002713;2011;0;         ;27;13h às 14h;5;Quinta-feira 
2011002714;2011;0;         ;27;14h às 15h;5;Quinta-feira 
2011002715;2011;0;         ;27;15h às 16h;5;Quinta-feira 
2011002716;2011;0;         ;27;16h às 17h;5;Quinta-feira 
2011002717;2011;0;         ;27;17h às 18h;5;Quinta-feira 
2011002718;2011;0;         ;27;18h às 19h;5;Quinta-feira 
2011002719;2011;0;         ;27;19h às 20h;5;Quinta-feira 
2011002720;2011;0;         ;27;20h às 21h;5;Quinta-feira 
2011002722;2011;0;         ;27;22h às 23h;5;Quinta-feira 
2011002723;2011;0;         ;27;23h às 24h;5;Quinta-feira 
2011002801;2011;0;         ;28;01h às 02h;6;Sexta-feira  
2011002803;2011;0;         ;28;03h às 04h;6;Sexta-feira  
2011002806;2011;0;         ;28;06h às 07h;6;Sexta-feira  
2011002807;2011;0;         ;28;07h às 08h;6;Sexta-feira  
2011002808;2011;0;         ;28;08h às 09h;6;Sexta-feira  
2011002809;2011;0;         ;28;09h às 10h;6;Sexta-feira  
2011002810;2011;0;         ;28;10h às 11h;6;Sexta-feira  
2011002811;2011;0;         ;28;11h às 12h;6;Sexta-feira  
2011002812;2011;0;         ;28;12h às 13h;6;Sexta-feira  
2011002813;2011;0;         ;28;13h às 14h;6;Sexta-feira  
2011002814;2011;0;         ;28;14h às 15h;6;Sexta-feira  
2011002815;2011;0;         ;28;15h às 16h;6;Sexta-feira  
2011002816;2011;0;         ;28;16h às 17h;6;Sexta-feira  
2011002817;2011;0;         ;28;17h às 18h;6;Sexta-feira  
2011002818;2011;0;         ;28;18h às 19h;6;Sexta-feira  
2011002819;2011;0;         ;28;19h às 20h;6;Sexta-feira  
2011002820;2011;0;         ;28;20h às 21h;6;Sexta-feira  
2011002821;2011;0;         ;28;21h às 22h;6;Sexta-feira  
2011002822;2011;0;         ;28;22h às 23h;6;Sexta-feira  
2011002823;2011;0;         ;28;23h às 24h;6;Sexta-feira  
2011002900;2011;0;         ;29;00h à  01h;7;Sábado      
2011002902;2011;0;         ;29;02h às 03h;7;Sábado      
2011002903;2011;0;         ;29;03h às 04h;7;Sábado      
2011002904;2011;0;         ;29;04h às 05h;7;Sábado      
2011002905;2011;0;         ;29;05h às 06h;7;Sábado      
2011002907;2011;0;         ;29;07h às 08h;7;Sábado      
2011002909;2011;0;         ;29;09h às 10h;7;Sábado      
2011002911;2011;0;         ;29;11h às 12h;7;Sábado      
2011002912;2011;0;         ;29;12h às 13h;7;Sábado      
2011002913;2011;0;         ;29;13h às 14h;7;Sábado      
2011002914;2011;0;         ;29;14h às 15h;7;Sábado      
2011002916;2011;0;         ;29;16h às 17h;7;Sábado      
2011002917;2011;0;         ;29;17h às 18h;7;Sábado      
2011002918;2011;0;         ;29;18h às 19h;7;Sábado      
2011002919;2011;0;         ;29;19h às 20h;7;Sábado      
2011002920;2011;0;         ;29;20h às 21h;7;Sábado      
2011002921;2011;0;         ;29;21h às 22h;7;Sábado      
2011002922;2011;0;         ;29;22h às 23h;7;Sábado      
2011002923;2011;0;         ;29;23h às 24h;7;Sábado      
2011003000;2011;0;         ;30;00h à  01h;1;Domingo      
2011003001;2011;0;         ;30;01h às 02h;1;Domingo      
2011003002;2011;0;         ;30;02h às 03h;1;Domingo      
2011003003;2011;0;         ;30;03h às 04h;1;Domingo      
2011003005;2011;0;         ;30;05h às 06h;1;Domingo      
2011003007;2011;0;         ;30;07h às 08h;1;Domingo      
2011003009;2011;0;         ;30;09h às 10h;1;Domingo      
2011003010;2011;0;         ;30;10h às 11h;1;Domingo      
2011003012;2011;0;         ;30;12h às 13h;1;Domingo      
2011003013;2011;0;         ;30;13h às 14h;1;Domingo      
2011003014;2011;0;         ;30;14h às 15h;1;Domingo      
2011003015;2011;0;         ;30;15h às 16h;1;Domingo      
2011003016;2011;0;         ;30;16h às 17h;1;Domingo      
2011003017;2011;0;         ;30;17h às 18h;1;Domingo      
2011003018;2011;0;         ;30;18h às 19h;1;Domingo      
2011003020;2011;0;         ;30;20h às 21h;1;Domingo      
2011003021;2011;0;         ;30;21h às 22h;1;Domingo      
2011003022;2011;0;         ;30;22h às 23h;1;Domingo      
2011003023;2011;0;         ;30;23h às 24h;1;Domingo      
2011003102;2011;0;         ;31;02h às 03h;2;Segunda-feira
2011003105;2011;0;         ;31;05h às 06h;2;Segunda-feira
2011003107;2011;0;         ;31;07h às 08h;2;Segunda-feira
2011003108;2011;0;         ;31;08h às 09h;2;Segunda-feira
2011003109;2011;0;         ;31;09h às 10h;2;Segunda-feira
2011003110;2011;0;         ;31;10h às 11h;2;Segunda-feira
2011003111;2011;0;         ;31;11h às 12h;2;Segunda-feira
2011003114;2011;0;         ;31;14h às 15h;2;Segunda-feira
2011003115;2011;0;         ;31;15h às 16h;2;Segunda-feira
2011003116;2011;0;         ;31;16h às 17h;2;Segunda-feira
2011003117;2011;0;         ;31;17h às 18h;2;Segunda-feira
2011003119;2011;0;         ;31;19h às 20h;2;Segunda-feira
2011003120;2011;0;         ;31;20h às 21h;2;Segunda-feira
2011003121;2011;0;         ;31;21h às 22h;2;Segunda-feira
2011003122;2011;0;         ;31;22h às 23h;2;Segunda-feira
2011010100;2011;1;Janeiro  ;1;00h à  01h;3;Terça-feira 
2011010103;2011;1;Janeiro  ;1;03h às 04h;3;Terça-feira 
2011010106;2011;1;Janeiro  ;1;06h às 07h;3;Terça-feira 
2011010107;2011;1;Janeiro  ;1;07h às 08h;3;Terça-feira 
2011010108;2011;1;Janeiro  ;1;08h às 09h;3;Terça-feira 
2011010109;2011;1;Janeiro  ;1;09h às 10h;3;Terça-feira 
2011010110;2011;1;Janeiro  ;1;10h às 11h;3;Terça-feira 
2011010111;2011;1;Janeiro  ;1;11h às 12h;3;Terça-feira 
2011010112;2011;1;Janeiro  ;1;12h às 13h;3;Terça-feira 
2011010113;2011;1;Janeiro  ;1;13h às 14h;3;Terça-feira 
2011010115;2011;1;Janeiro  ;1;15h às 16h;3;Terça-feira 
2011010116;2011;1;Janeiro  ;1;16h às 17h;3;Terça-feira 
2011010117;2011;1;Janeiro  ;1;17h às 18h;3;Terça-feira 
2011010118;2011;1;Janeiro  ;1;18h às 19h;3;Terça-feira 
2011010119;2011;1;Janeiro  ;1;19h às 20h;3;Terça-feira 
2011010120;2011;1;Janeiro  ;1;20h às 21h;3;Terça-feira 
2011010121;2011;1;Janeiro  ;1;21h às 22h;3;Terça-feira 
2011010123;2011;1;Janeiro  ;1;23h às 24h;3;Terça-feira 
2011010200;2011;1;Janeiro  ;2;00h à  01h;4;Quarta-feira 
2011010204;2011;1;Janeiro  ;2;04h às 05h;4;Quarta-feira 
2011010206;2011;1;Janeiro  ;2;06h às 07h;4;Quarta-feira 
2011010207;2011;1;Janeiro  ;2;07h às 08h;4;Quarta-feira 
2011010208;2011;1;Janeiro  ;2;08h às 09h;4;Quarta-feira 
2011010209;2011;1;Janeiro  ;2;09h às 10h;4;Quarta-feira 
2011010210;2011;1;Janeiro  ;2;10h às 11h;4;Quarta-feira 
2011010211;2011;1;Janeiro  ;2;11h às 12h;4;Quarta-feira 
2011010212;2011;1;Janeiro  ;2;12h às 13h;4;Quarta-feira 
2011010213;2011;1;Janeiro  ;2;13h às 14h;4;Quarta-feira 
2011010215;2011;1;Janeiro  ;2;15h às 16h;4;Quarta-feira 
2011010216;2011;1;Janeiro  ;2;16h às 17h;4;Quarta-feira 
2011010218;2011;1;Janeiro  ;2;18h às 19h;4;Quarta-feira 
2011010219;2011;1;Janeiro  ;2;19h às 20h;4;Quarta-feira 
2011010220;2011;1;Janeiro  ;2;20h às 21h;4;Quarta-feira 
2011010221;2011;1;Janeiro  ;2;21h às 22h;4;Quarta-feira 
2011010222;2011;1;Janeiro  ;2;22h às 23h;4;Quarta-feira 
2011010223;2011;1;Janeiro  ;2;23h às 24h;4;Quarta-feira 
2011010300;2011;1;Janeiro  ;3;00h à  01h;5;Quinta-feira 
2011010301;2011;1;Janeiro  ;3;01h às 02h;5;Quinta-feira 
2011010304;2011;1;Janeiro  ;3;04h às 05h;5;Quinta-feira 
2011010305;2011;1;Janeiro  ;3;05h às 06h;5;Quinta-feira 
2011010307;2011;1;Janeiro  ;3;07h às 08h;5;Quinta-feira 
2011010308;2011;1;Janeiro  ;3;08h às 09h;5;Quinta-feira 
2011010309;2011;1;Janeiro  ;3;09h às 10h;5;Quinta-feira 
2011010310;2011;1;Janeiro  ;3;10h às 11h;5;Quinta-feira 
2011010311;2011;1;Janeiro  ;3;11h às 12h;5;Quinta-feira 
2011010312;2011;1;Janeiro  ;3;12h às 13h;5;Quinta-feira 
2011010313;2011;1;Janeiro  ;3;13h às 14h;5;Quinta-feira 
2011010314;2011;1;Janeiro  ;3;14h às 15h;5;Quinta-feira 
2011010315;2011;1;Janeiro  ;3;15h às 16h;5;Quinta-feira 
2011010316;2011;1;Janeiro  ;3;16h às 17h;5;Quinta-feira 
2011010317;2011;1;Janeiro  ;3;17h às 18h;5;Quinta-feira 
2011010318;2011;1;Janeiro  ;3;18h às 19h;5;Quinta-feira 
2011010319;2011;1;Janeiro  ;3;19h às 20h;5;Quinta-feira 
2011010320;2011;1;Janeiro  ;3;20h às 21h;5;Quinta-feira 
2011010321;2011;1;Janeiro  ;3;21h às 22h;5;Quinta-feira 
2011010322;2011;1;Janeiro  ;3;22h às 23h;5;Quinta-feira 
2011010323;2011;1;Janeiro  ;3;23h às 24h;5;Quinta-feira 
2011010400;2011;1;Janeiro  ;4;00h à  01h;6;Sexta-feira  
2011010402;2011;1;Janeiro  ;4;02h às 03h;6;Sexta-feira  
2011010404;2011;1;Janeiro  ;4;04h às 05h;6;Sexta-feira  
2011010406;2011;1;Janeiro  ;4;06h às 07h;6;Sexta-feira  
2011010407;2011;1;Janeiro  ;4;07h às 08h;6;Sexta-feira  
2011010408;2011;1;Janeiro  ;4;08h às 09h;6;Sexta-feira  
2011010409;2011;1;Janeiro  ;4;09h às 10h;6;Sexta-feira  
2011010410;2011;1;Janeiro  ;4;10h às 11h;6;Sexta-feira  
2011010411;2011;1;Janeiro  ;4;11h às 12h;6;Sexta-feira  
2011010412;2011;1;Janeiro  ;4;12h às 13h;6;Sexta-feira  
2011010413;2011;1;Janeiro  ;4;13h às 14h;6;Sexta-feira  
2011010414;2011;1;Janeiro  ;4;14h às 15h;6;Sexta-feira  
2011010415;2011;1;Janeiro  ;4;15h às 16h;6;Sexta-feira  
2011010416;2011;1;Janeiro  ;4;16h às 17h;6;Sexta-feira  
2011010417;2011;1;Janeiro  ;4;17h às 18h;6;Sexta-feira  
2011010418;2011;1;Janeiro  ;4;18h às 19h;6;Sexta-feira  
2011010419;2011;1;Janeiro  ;4;19h às 20h;6;Sexta-feira  
2011010420;2011;1;Janeiro  ;4;20h às 21h;6;Sexta-feira  
2011010421;2011;1;Janeiro  ;4;21h às 22h;6;Sexta-feira  
2011010422;2011;1;Janeiro  ;4;22h às 23h;6;Sexta-feira  
2011010423;2011;1;Janeiro  ;4;23h às 24h;6;Sexta-feira  
2011010500;2011;1;Janeiro  ;5;00h à  01h;7;Sábado      
2011010501;2011;1;Janeiro  ;5;01h às 02h;7;Sábado      
2011010502;2011;1;Janeiro  ;5;02h às 03h;7;Sábado      
2011010504;2011;1;Janeiro  ;5;04h às 05h;7;Sábado      
2011010505;2011;1;Janeiro  ;5;05h às 06h;7;Sábado      
2011010506;2011;1;Janeiro  ;5;06h às 07h;7;Sábado      
2011010507;2011;1;Janeiro  ;5;07h às 08h;7;Sábado      
2011010508;2011;1;Janeiro  ;5;08h às 09h;7;Sábado      
2011010509;2011;1;Janeiro  ;5;09h às 10h;7;Sábado      
2011010510;2011;1;Janeiro  ;5;10h às 11h;7;Sábado      
2011010511;2011;1;Janeiro  ;5;11h às 12h;7;Sábado      
2011010512;2011;1;Janeiro  ;5;12h às 13h;7;Sábado      
2011010513;2011;1;Janeiro  ;5;13h às 14h;7;Sábado      
2011010514;2011;1;Janeiro  ;5;14h às 15h;7;Sábado      
2011010515;2011;1;Janeiro  ;5;15h às 16h;7;Sábado      
2011010516;2011;1;Janeiro  ;5;16h às 17h;7;Sábado      
2011010517;2011;1;Janeiro  ;5;17h às 18h;7;Sábado      
2011010518;2011;1;Janeiro  ;5;18h às 19h;7;Sábado      
2011010519;2011;1;Janeiro  ;5;19h às 20h;7;Sábado      
2011010520;2011;1;Janeiro  ;5;20h às 21h;7;Sábado      
2011010521;2011;1;Janeiro  ;5;21h às 22h;7;Sábado      
2011010522;2011;1;Janeiro  ;5;22h às 23h;7;Sábado      
2011010523;2011;1;Janeiro  ;5;23h às 24h;7;Sábado      
2011010600;2011;1;Janeiro  ;6;00h à  01h;1;Domingo      
2011010601;2011;1;Janeiro  ;6;01h às 02h;1;Domingo      
2011010602;2011;1;Janeiro  ;6;02h às 03h;1;Domingo      
2011010603;2011;1;Janeiro  ;6;03h às 04h;1;Domingo      
2011010604;2011;1;Janeiro  ;6;04h às 05h;1;Domingo      
2011010607;2011;1;Janeiro  ;6;07h às 08h;1;Domingo      
2011010610;2011;1;Janeiro  ;6;10h às 11h;1;Domingo      
2011010611;2011;1;Janeiro  ;6;11h às 12h;1;Domingo      
2011010612;2011;1;Janeiro  ;6;12h às 13h;1;Domingo      
2011010613;2011;1;Janeiro  ;6;13h às 14h;1;Domingo      
2011010614;2011;1;Janeiro  ;6;14h às 15h;1;Domingo      
2011010615;2011;1;Janeiro  ;6;15h às 16h;1;Domingo      
2011010617;2011;1;Janeiro  ;6;17h às 18h;1;Domingo      
2011010618;2011;1;Janeiro  ;6;18h às 19h;1;Domingo      
2011010619;2011;1;Janeiro  ;6;19h às 20h;1;Domingo      
2011010620;2011;1;Janeiro  ;6;20h às 21h;1;Domingo      
2011010621;2011;1;Janeiro  ;6;21h às 22h;1;Domingo      
2011010622;2011;1;Janeiro  ;6;22h às 23h;1;Domingo      
2011010623;2011;1;Janeiro  ;6;23h às 24h;1;Domingo      
2011010700;2011;1;Janeiro  ;7;00h à  01h;2;Segunda-feira
2011010702;2011;1;Janeiro  ;7;02h às 03h;2;Segunda-feira
2011010706;2011;1;Janeiro  ;7;06h às 07h;2;Segunda-feira
2011010707;2011;1;Janeiro  ;7;07h às 08h;2;Segunda-feira
2011010708;2011;1;Janeiro  ;7;08h às 09h;2;Segunda-feira
2011010709;2011;1;Janeiro  ;7;09h às 10h;2;Segunda-feira
2011010710;2011;1;Janeiro  ;7;10h às 11h;2;Segunda-feira
2011010711;2011;1;Janeiro  ;7;11h às 12h;2;Segunda-feira
2011010712;2011;1;Janeiro  ;7;12h às 13h;2;Segunda-feira
2011010713;2011;1;Janeiro  ;7;13h às 14h;2;Segunda-feira
2011010714;2011;1;Janeiro  ;7;14h às 15h;2;Segunda-feira
2011010715;2011;1;Janeiro  ;7;15h às 16h;2;Segunda-feira
2011010716;2011;1;Janeiro  ;7;16h às 17h;2;Segunda-feira
2011010717;2011;1;Janeiro  ;7;17h às 18h;2;Segunda-feira
2011010718;2011;1;Janeiro  ;7;18h às 19h;2;Segunda-feira
2011010719;2011;1;Janeiro  ;7;19h às 20h;2;Segunda-feira
2011010720;2011;1;Janeiro  ;7;20h às 21h;2;Segunda-feira
2011010721;2011;1;Janeiro  ;7;21h às 22h;2;Segunda-feira
2011010722;2011;1;Janeiro  ;7;22h às 23h;2;Segunda-feira
2011010723;2011;1;Janeiro  ;7;23h às 24h;2;Segunda-feira
2011010800;2011;1;Janeiro  ;8;00h à  01h;3;Terça-feira 
2011010806;2011;1;Janeiro  ;8;06h às 07h;3;Terça-feira 
2011010807;2011;1;Janeiro  ;8;07h às 08h;3;Terça-feira 
2011010808;2011;1;Janeiro  ;8;08h às 09h;3;Terça-feira 
2011010809;2011;1;Janeiro  ;8;09h às 10h;3;Terça-feira 
2011010810;2011;1;Janeiro  ;8;10h às 11h;3;Terça-feira 
2011010811;2011;1;Janeiro  ;8;11h às 12h;3;Terça-feira 
2011010812;2011;1;Janeiro  ;8;12h às 13h;3;Terça-feira 
2011010813;2011;1;Janeiro  ;8;13h às 14h;3;Terça-feira 
2011010814;2011;1;Janeiro  ;8;14h às 15h;3;Terça-feira 
2011010815;2011;1;Janeiro  ;8;15h às 16h;3;Terça-feira 
2011010816;2011;1;Janeiro  ;8;16h às 17h;3;Terça-feira 
2011010817;2011;1;Janeiro  ;8;17h às 18h;3;Terça-feira 
2011010818;2011;1;Janeiro  ;8;18h às 19h;3;Terça-feira 
2011010820;2011;1;Janeiro  ;8;20h às 21h;3;Terça-feira 
2011010821;2011;1;Janeiro  ;8;21h às 22h;3;Terça-feira 
2011010822;2011;1;Janeiro  ;8;22h às 23h;3;Terça-feira 
2011010905;2011;1;Janeiro  ;9;05h às 06h;4;Quarta-feira 
2011010906;2011;1;Janeiro  ;9;06h às 07h;4;Quarta-feira 
2011010907;2011;1;Janeiro  ;9;07h às 08h;4;Quarta-feira 
2011010908;2011;1;Janeiro  ;9;08h às 09h;4;Quarta-feira 
2011010909;2011;1;Janeiro  ;9;09h às 10h;4;Quarta-feira 
2011010910;2011;1;Janeiro  ;9;10h às 11h;4;Quarta-feira 
2011010911;2011;1;Janeiro  ;9;11h às 12h;4;Quarta-feira 
2011010912;2011;1;Janeiro  ;9;12h às 13h;4;Quarta-feira 
2011010913;2011;1;Janeiro  ;9;13h às 14h;4;Quarta-feira 
2011010914;2011;1;Janeiro  ;9;14h às 15h;4;Quarta-feira 
2011010915;2011;1;Janeiro  ;9;15h às 16h;4;Quarta-feira 
2011010916;2011;1;Janeiro  ;9;16h às 17h;4;Quarta-feira 
2011010917;2011;1;Janeiro  ;9;17h às 18h;4;Quarta-feira 
2011010919;2011;1;Janeiro  ;9;19h às 20h;4;Quarta-feira 
2011010922;2011;1;Janeiro  ;9;22h às 23h;4;Quarta-feira 
2011011000;2011;1;Janeiro  ;10;00h à  01h;5;Quinta-feira 
2011011007;2011;1;Janeiro  ;10;07h às 08h;5;Quinta-feira 
2011011008;2011;1;Janeiro  ;10;08h às 09h;5;Quinta-feira 
2011011009;2011;1;Janeiro  ;10;09h às 10h;5;Quinta-feira 
2011011010;2011;1;Janeiro  ;10;10h às 11h;5;Quinta-feira 
2011011011;2011;1;Janeiro  ;10;11h às 12h;5;Quinta-feira 
2011011013;2011;1;Janeiro  ;10;13h às 14h;5;Quinta-feira 
2011011014;2011;1;Janeiro  ;10;14h às 15h;5;Quinta-feira 
2011011015;2011;1;Janeiro  ;10;15h às 16h;5;Quinta-feira 
2011011017;2011;1;Janeiro  ;10;17h às 18h;5;Quinta-feira 
2011011018;2011;1;Janeiro  ;10;18h às 19h;5;Quinta-feira 
2011011019;2011;1;Janeiro  ;10;19h às 20h;5;Quinta-feira 
2011011020;2011;1;Janeiro  ;10;20h às 21h;5;Quinta-feira 
2011011021;2011;1;Janeiro  ;10;21h às 22h;5;Quinta-feira 
2011011022;2011;1;Janeiro  ;10;22h às 23h;5;Quinta-feira 
2011011023;2011;1;Janeiro  ;10;23h às 24h;5;Quinta-feira 
2011011103;2011;1;Janeiro  ;11;03h às 04h;6;Sexta-feira  
2011011105;2011;1;Janeiro  ;11;05h às 06h;6;Sexta-feira  
2011011106;2011;1;Janeiro  ;11;06h às 07h;6;Sexta-feira  
2011011107;2011;1;Janeiro  ;11;07h às 08h;6;Sexta-feira  
2011011108;2011;1;Janeiro  ;11;08h às 09h;6;Sexta-feira  
2011011109;2011;1;Janeiro  ;11;09h às 10h;6;Sexta-feira  
2011011110;2011;1;Janeiro  ;11;10h às 11h;6;Sexta-feira  
2011011111;2011;1;Janeiro  ;11;11h às 12h;6;Sexta-feira  
2011011112;2011;1;Janeiro  ;11;12h às 13h;6;Sexta-feira  
2011011113;2011;1;Janeiro  ;11;13h às 14h;6;Sexta-feira  
2011011114;2011;1;Janeiro  ;11;14h às 15h;6;Sexta-feira  
2011011115;2011;1;Janeiro  ;11;15h às 16h;6;Sexta-feira  
2011011116;2011;1;Janeiro  ;11;16h às 17h;6;Sexta-feira  
2011011117;2011;1;Janeiro  ;11;17h às 18h;6;Sexta-feira  
2011011118;2011;1;Janeiro  ;11;18h às 19h;6;Sexta-feira  
2011011119;2011;1;Janeiro  ;11;19h às 20h;6;Sexta-feira  
2011011120;2011;1;Janeiro  ;11;20h às 21h;6;Sexta-feira  
2011011121;2011;1;Janeiro  ;11;21h às 22h;6;Sexta-feira  
2011011122;2011;1;Janeiro  ;11;22h às 23h;6;Sexta-feira  
2011011123;2011;1;Janeiro  ;11;23h às 24h;6;Sexta-feira  
2011011200;2011;1;Janeiro  ;12;00h à  01h;7;Sábado      
2011011201;2011;1;Janeiro  ;12;01h às 02h;7;Sábado      
2011011203;2011;1;Janeiro  ;12;03h às 04h;7;Sábado      
2011011205;2011;1;Janeiro  ;12;05h às 06h;7;Sábado      
2011011206;2011;1;Janeiro  ;12;06h às 07h;7;Sábado      
2011011207;2011;1;Janeiro  ;12;07h às 08h;7;Sábado      
2011011208;2011;1;Janeiro  ;12;08h às 09h;7;Sábado      
2011011209;2011;1;Janeiro  ;12;09h às 10h;7;Sábado      
2011011210;2011;1;Janeiro  ;12;10h às 11h;7;Sábado      
2011011211;2011;1;Janeiro  ;12;11h às 12h;7;Sábado      
2011011212;2011;1;Janeiro  ;12;12h às 13h;7;Sábado      
